date,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H0,year,month,day
2010-09-19,45.83,44.3,42.5,32.75,24.36,28.0,31.26,28.98,38.5,44.34,45.69,47.31,49.98,43.75,40.4,35.1,34.92,40.95,46.86,53.18,55.9,52.0,49.1,44.5,2010,9,19
2010-09-20,38.0,34.93,30.82,27.13,28.32,37.0,46.0,54.14,57.61,57.0,58.51,59.32,57.33,55.2,53.98,52.01,52.5,52.0,54.5,59.15,60.0,50.5,49.93,44.84,2010,9,20
2010-09-21,37.0,36.23,30.5,27.25,28.74,33.28,47.82,55.58,56.19,56.2,57.51,58.2,57.37,55.3,54.93,53.0,49.96,51.5,53.28,57.02,59.65,52.0,49.2,45.94,2010,9,21
2010-09-22,40.99,38.7,34.99,30.17,29.47,37.11,47.91,55.59,59.03,58.5,59.06,60.83,58.55,57.51,56.5,53.2,53.58,55.0,57.4,60.66,63.62,55.65,50.9,44.8,2010,9,22
2010-09-23,39.8,38.17,36.36,34.02,36.23,37.7,46.2,54.0,61.0,59.7,58.68,59.0,57.28,57.0,56.61,53.45,54.55,56.1,57.5,60.84,58.06,47.67,45.65,41.09,2010,9,23
2010-09-24,40.4,37.92,35.7,32.0,27.18,34.45,45.0,55.05,58.22,59.55,60.44,60.93,58.88,56.83,55.32,52.05,49.76,50.33,51.25,56.72,56.94,49.96,48.27,46.0,2010,9,24
2010-09-25,43.95,40.43,36.77,32.0,30.26,32.82,37.89,41.88,47.23,51.74,51.33,50.65,51.05,47.0,44.21,41.96,42.1,45.26,49.39,53.01,54.4,50.19,49.33,47.14,2010,9,25
2010-09-26,42.01,40.32,36.99,33.23,30.94,31.68,32.29,32.57,36.3,43.0,48.03,52.0,51.91,45.0,41.0,38.21,37.11,40.41,47.61,57.45,60.0,54.61,54.03,48.9,2010,9,26
2010-09-27,43.99,42.01,36.33,30.36,30.01,37.69,53.28,61.1,63.36,63.5,63.18,64.2,63.36,62.9,61.0,56.19,53.99,53.54,56.88,63.2,63.0,54.71,54.29,52.09,2010,9,27
2010-09-28,43.84,41.0,38.8,36.0,36.99,41.51,49.98,62.95,64.06,64.75,63.46,65.0,63.0,61.0,60.7,56.74,57.2,57.08,60.7,65.91,63.18,52.46,50.05,45.17,2010,9,28
2010-09-29,44.01,40.81,38.17,35.99,36.64,40.14,49.22,63.0,65.0,66.7,66.1,68.4,66.31,64.05,61.89,57.0,56.29,56.1,59.24,66.06,65.3,53.19,51.48,47.22,2010,9,29
2010-09-30,41.71,38.89,37.86,37.47,37.11,39.32,47.25,61.79,66.0,66.02,64.7,66.5,63.5,61.96,59.05,57.56,56.35,56.41,62.01,67.9,65.0,53.58,49.83,46.41,2010,9,30
2010-10-01,43.66,42.0,39.29,36.37,37.35,41.13,50.86,68.9,73.03,73.0,72.0,71.41,67.31,62.03,58.0,53.19,49.32,49.95,55.85,64.07,61.9,49.14,44.0,42.52,2010,10,1
2010-10-02,45.0,40.22,37.59,36.21,35.26,37.0,37.6,41.07,45.0,48.99,49.37,49.75,50.55,48.78,47.0,45.6,44.86,47.01,50.0,53.6,51.22,46.02,46.4,43.89,2010,10,2
2010-10-03,38.0,36.75,35.5,31.5,28.05,27.77,29.04,28.56,36.16,40.4,45.99,47.5,47.26,41.56,39.24,36.74,36.0,38.75,44.05,52.0,51.0,46.0,46.63,41.83,2010,10,3
2010-10-04,36.5,33.4,27.86,27.35,29.5,36.71,47.88,58.53,60.55,61.2,60.18,62.6,62.23,61.2,58.92,55.14,53.29,53.88,58.3,63.52,58.37,51.6,50.0,46.9,2010,10,4
2010-10-05,38.0,35.01,33.01,30.75,32.02,36.45,47.61,58.67,59.07,58.67,57.53,59.0,59.96,60.27,59.71,55.5,54.96,53.02,57.55,64.96,60.0,50.77,48.41,45.07,2010,10,5
2010-10-06,43.39,41.01,38.08,35.08,35.14,39.0,46.73,57.02,61.0,60.62,60.82,62.07,61.63,59.99,60.48,56.63,56.04,56.51,59.27,68.02,61.1,52.22,49.54,47.27,2010,10,6
2010-10-07,44.34,42.62,38.09,35.99,36.06,39.57,49.49,62.5,61.58,61.36,61.18,62.54,62.59,59.21,57.81,54.8,53.46,54.0,60.18,69.33,64.62,51.56,49.49,45.01,2010,10,7
2010-10-08,43.4,38.47,36.14,32.81,33.36,38.24,46.04,57.72,61.32,63.2,62.4,61.95,59.7,57.31,53.7,48.41,48.77,48.59,54.65,61.23,57.39,47.93,47.99,47.1,2010,10,8
2010-10-09,46.1,42.76,39.9,36.5,35.59,35.9,37.86,42.25,44.23,47.63,49.55,50.1,49.55,47.96,46.0,43.19,43.41,44.62,47.41,53.27,51.89,47.36,47.94,46.0,2010,10,9
2010-10-10,39.25,37.35,34.5,32.75,28.58,29.15,33.5,33.66,34.86,38.22,41.59,42.17,46.39,41.99,39.5,37.99,34.09,34.87,39.48,53.02,51.67,47.0,47.99,44.28,2010,10,10
2010-10-11,34.08,31.57,26.24,22.14,12.6,21.5,41.13,58.03,59.15,61.34,61.4,62.92,59.91,58.86,56.72,53.14,50.91,50.09,56.89,67.76,60.11,52.88,47.75,46.15,2010,10,11
2010-10-12,46.0,42.7,41.0,39.72,41.07,43.36,55.21,64.96,69.01,69.15,68.42,68.53,67.0,66.0,66.0,61.19,58.0,58.45,65.75,76.0,64.44,54.48,53.03,47.87,2010,10,12
2010-10-13,41.16,40.76,38.0,28.95,35.11,40.68,49.57,65.5,72.2,70.14,68.86,69.21,64.09,61.06,59.0,56.01,51.74,53.02,61.65,75.79,61.1,53.7,52.32,47.62,2010,10,13
2010-10-14,42.66,39.3,37.14,36.92,38.0,42.97,53.32,71.0,70.8,73.19,72.49,72.13,69.74,67.58,62.71,56.35,53.12,54.12,64.03,73.19,67.17,53.28,50.01,51.68,2010,10,14
2010-10-15,44.74,42.95,39.74,38.59,40.6,44.91,59.2,74.4,74.91,75.4,75.01,75.6,71.9,70.96,65.37,61.2,58.83,57.74,61.5,71.91,66.24,59.42,61.19,56.18,2010,10,15
2010-10-16,53.27,52.82,43.5,40.0,41.27,42.18,41.9,45.19,49.37,51.59,51.59,52.9,53.81,48.8,46.33,44.6,45.0,48.26,64.24,76.13,57.59,52.59,60.81,58.36,2010,10,16
2010-10-17,50.57,44.91,41.54,37.59,36.9,38.3,39.3,40.12,40.37,44.5,56.18,57.24,50.3,47.45,45.1,41.5,42.5,48.97,58.68,69.18,66.51,55.0,54.37,63.26,2010,10,17
2010-10-18,42.7,40.7,39.4,37.76,37.7,41.28,50.74,80.11,77.71,77.29,76.9,76.1,71.84,66.62,67.99,58.29,56.46,56.27,67.5,79.35,69.39,59.1,63.19,48.69,2010,10,18
2010-10-19,53.18,51.01,40.15,39.0,39.96,42.99,64.29,70.88,70.01,99.48,100.0,100.0,75.0,75.47,95.01,101.25,100.0,84.9,77.09,95.0,88.01,74.99,72.0,66.19,2010,10,19
2010-10-20,45.64,45.65,41.32,37.98,37.98,40.0,59.76,90.85,97.35,100.92,95.81,91.0,86.98,79.65,74.32,70.04,67.04,68.0,84.99,106.62,80.35,71.76,75.34,70.27,2010,10,20
2010-10-21,67.11,61.96,53.17,39.83,40.14,45.01,66.28,73.0,87.94,154.99,129.91,101.19,77.59,74.96,71.85,66.19,60.17,62.0,76.85,120.0,71.81,67.74,67.74,61.1,2010,10,21
2010-10-22,51.14,53.02,50.92,40.34,37.39,60.41,66.25,84.87,75.39,76.76,74.11,72.58,72.0,70.12,66.17,56.2,53.28,56.77,69.13,76.7,67.27,68.94,71.26,68.68,2010,10,22
2010-10-23,74.5,67.0,43.74,42.0,39.85,39.97,43.0,45.0,49.7,52.13,51.0,51.61,51.0,47.99,46.61,45.2,47.01,49.85,56.75,60.45,51.81,47.65,48.99,45.1,2010,10,23
2010-10-24,45.0,42.1,40.4,34.94,34.09,34.94,35.0,37.39,40.25,43.8,47.45,59.0,47.31,43.5,41.0,40.0,39.24,43.59,54.15,63.08,63.08,52.53,59.0,45.93,2010,10,24
2010-10-25,40.2,39.83,42.1,35.01,33.53,37.8,53.59,87.64,80.35,98.33,90.94,97.67,79.61,83.28,80.95,74.64,74.75,74.86,102.97,149.99,85.06,68.99,73.82,71.36,2010,10,25
2010-10-26,66.74,58.45,60.09,53.02,50.92,63.04,74.15,211.53,109.05,109.81,106.29,100.0,96.26,90.0,86.0,83.85,76.36,75.55,87.37,104.4,77.92,73.91,72.45,72.21,2010,10,26
2010-10-27,58.37,56.19,49.08,43.0,37.52,52.29,71.7,91.99,101.26,120.0,101.66,99.91,90.76,81.97,76.74,70.38,71.51,67.77,80.11,92.1,75.92,65.17,63.31,53.02,2010,10,27
2010-10-28,61.2,60.11,45.14,43.61,42.0,40.0,61.3,66.41,97.91,130.0,107.4,99.97,88.88,71.18,90.0,101.26,90.0,101.25,100.37,95.0,71.61,71.11,68.56,52.43,2010,10,28
2010-10-29,43.67,44.05,40.31,37.58,38.53,42.3,49.28,64.86,65.0,63.82,63.27,62.26,60.55,57.47,53.28,49.2,48.4,50.12,64.43,69.5,53.55,45.31,45.95,44.0,2010,10,29
2010-10-30,46.83,44.52,39.05,35.61,34.25,37.02,38.11,43.0,45.01,47.98,49.64,50.74,51.0,48.9,45.93,42.98,43.32,45.05,54.93,59.82,52.05,45.5,47.03,47.03,2010,10,30
2010-10-31,49.01,49.11,42.75,40.99,34.2,31.52,33.49,35.47,35.88,38.71,43.39,43.5,46.5,49.54,45.1,42.09,37.48,37.69,48.25,58.02,58.88,53.87,49.78,50.4,2010,10,31
2010-11-01,44.11,38.58,35.0,33.96,29.13,34.91,38.1,39.92,42.33,46.84,48.79,50.48,53.03,47.99,44.18,41.46,40.94,52.08,62.96,61.0,53.0,47.01,46.76,46.27,2010,11,1
2010-11-02,39.62,34.96,34.62,31.29,33.31,39.72,44.9,60.01,60.7,61.29,61.32,61.41,61.0,57.32,54.96,51.0,49.95,60.01,70.5,65.5,53.28,43.51,45.0,42.09,2010,11,2
2010-11-03,43.33,37.29,27.49,21.6,22.18,33.95,42.17,49.19,53.02,54.76,54.74,55.79,56.61,56.12,54.0,48.61,51.68,58.7,68.0,64.23,56.0,45.15,46.02,40.34,2010,11,3
2010-11-04,37.86,34.25,29.37,25.75,26.2,35.21,43.69,51.4,56.06,57.96,57.56,57.61,57.3,57.45,53.27,47.5,46.78,58.16,68.08,66.1,49.1,42.3,39.96,42.62,2010,11,4
2010-11-05,38.27,37.21,30.11,10.37,14.62,32.09,42.95,50.03,53.19,55.11,55.02,57.25,59.24,53.53,50.12,48.29,49.42,59.9,67.71,62.7,53.91,45.0,46.08,43.58,2010,11,5
2010-11-06,41.99,39.01,36.61,32.71,28.16,32.4,36.48,39.99,43.42,47.5,47.73,48.0,50.67,46.91,45.11,44.1,44.36,52.5,63.19,57.31,50.78,46.3,47.99,46.5,2010,11,6
2010-11-07,43.0,39.0,36.75,33.74,13.63,10.97,16.96,20.01,37.07,43.7,44.96,47.86,49.94,44.39,41.8,38.19,40.19,51.0,62.87,62.5,55.15,48.0,49.83,45.16,2010,11,7
2010-11-08,36.48,36.5,35.38,28.41,31.5,38.21,48.5,60.4,65.76,65.5,63.88,64.36,64.46,61.96,56.88,54.0,57.5,68.99,78.0,70.69,53.71,47.4,50.2,43.88,2010,11,8
2010-11-09,41.34,40.66,36.23,25.05,24.99,36.69,48.04,67.49,62.39,63.14,64.92,64.0,60.81,58.2,57.7,52.06,55.56,68.0,82.99,69.0,56.5,45.45,47.45,42.0,2010,11,9
2010-11-10,39.25,36.74,35.09,34.29,33.59,39.27,46.91,55.55,56.3,57.97,58.37,60.03,58.06,56.91,53.17,52.54,56.0,66.26,75.06,66.33,56.19,46.42,46.94,41.9,2010,11,10
2010-11-11,37.51,37.09,36.33,32.01,33.65,36.6,45.71,41.41,41.9,47.23,46.3,46.92,46.06,41.56,40.61,38.36,36.5,44.03,49.7,46.27,44.28,39.27,40.39,35.68,2010,11,11
2010-11-12,19.99,9.49,2.16,0.86,0.94,12.14,43.03,51.16,49.98,49.85,49.76,49.58,49.47,46.32,42.37,39.96,43.37,55.16,60.06,55.04,48.07,43.27,45.81,39.2,2010,11,12
2010-11-13,24.45,20.52,11.49,10.37,10.35,10.4,14.95,32.69,35.35,40.0,40.3,42.07,45.56,40.0,37.78,39.1,37.41,51.19,58.25,53.03,46.61,38.71,42.71,37.06,2010,11,13
2010-11-14,30.15,20.67,12.0,10.27,10.11,10.18,10.16,10.18,10.65,12.42,21.9,24.96,30.06,23.85,23.57,21.96,28.99,33.81,51.07,50.76,43.09,37.99,43.13,39.36,2010,11,14
2010-11-15,34.69,28.88,13.03,10.41,13.75,30.06,44.0,52.02,52.7,53.02,53.98,56.44,56.45,54.62,54.02,53.59,57.42,69.93,78.63,68.96,55.88,49.89,49.95,49.33,2010,11,15
2010-11-16,41.65,40.7,37.78,36.0,35.51,42.52,45.49,57.53,58.93,58.48,58.44,59.29,56.9,56.97,55.08,55.15,59.99,71.32,71.03,63.4,53.03,46.89,46.03,42.82,2010,11,16
2010-11-17,38.85,38.67,37.82,31.01,32.99,40.84,47.43,55.21,58.96,58.97,59.12,61.04,59.09,58.33,55.09,55.98,58.48,72.99,80.52,68.8,60.0,49.97,50.25,45.47,2010,11,17
2010-11-18,41.7,38.83,36.05,32.42,35.71,38.27,44.0,58.4,58.97,61.19,58.07,59.44,60.0,57.91,58.99,57.02,62.45,75.01,80.42,63.19,57.24,49.33,50.81,45.41,2010,11,18
2010-11-19,42.79,41.42,38.1,36.02,36.07,40.0,44.85,59.97,63.04,61.92,62.25,62.35,61.99,61.03,56.03,56.27,59.31,69.49,73.0,62.45,53.19,47.37,49.64,47.31,2010,11,19
2010-11-20,46.46,42.13,39.68,36.55,36.08,37.01,37.74,40.87,43.39,49.96,54.5,55.92,56.03,50.32,45.97,44.96,51.47,62.48,64.6,59.95,49.2,41.4,44.42,41.53,2010,11,20
2010-11-21,42.91,41.44,38.5,34.06,31.24,30.01,26.16,31.38,37.45,41.17,43.96,46.41,49.27,41.97,40.13,40.0,42.85,55.05,58.59,58.06,52.09,47.96,48.99,45.46,2010,11,21
2010-11-22,39.33,38.71,32.51,23.34,23.56,33.65,50.08,59.28,59.93,60.58,60.31,59.93,59.24,58.46,58.56,56.03,59.42,67.25,70.89,63.0,51.07,45.82,53.02,44.88,2010,11,22
2010-11-23,41.0,39.82,36.74,35.08,33.99,38.35,45.12,65.99,61.43,61.78,61.64,63.39,65.17,60.54,59.48,57.54,61.06,72.99,74.78,69.0,63.85,58.99,56.56,51.0,2010,11,23
2010-11-24,46.51,46.16,39.93,38.26,39.44,42.0,49.89,61.67,63.34,66.08,64.13,64.42,61.92,62.84,61.83,64.08,65.94,82.03,99.07,72.58,64.0,61.61,60.01,62.97,2010,11,24
2010-11-25,49.11,47.0,44.96,41.14,40.92,44.54,57.51,72.8,68.32,68.18,67.79,69.84,67.49,66.96,66.12,66.26,69.73,88.97,86.45,71.82,66.7,60.01,62.79,52.85,2010,11,25
2010-11-26,49.23,47.92,42.84,42.0,41.45,43.88,56.28,69.94,72.2,75.88,75.95,75.42,71.06,67.03,64.84,62.54,66.11,77.31,79.46,70.0,64.6,61.62,61.06,63.99,2010,11,26
2010-11-27,56.19,52.12,50.64,46.01,42.08,41.96,44.07,44.0,42.36,62.04,63.2,56.03,52.04,61.42,56.85,52.12,55.0,66.18,72.56,70.0,50.66,44.42,64.42,61.23,2010,11,27
2010-11-28,64.47,59.12,52.75,42.55,39.5,37.5,35.31,37.07,38.66,44.93,52.61,55.79,61.45,50.81,45.0,45.03,46.94,62.51,68.08,60.0,60.0,58.91,60.0,59.72,2010,11,28
2010-11-29,43.1,43.03,44.71,36.39,37.52,41.74,57.49,68.96,69.73,72.15,71.42,70.78,69.9,71.47,72.7,69.55,72.52,81.6,133.54,81.77,69.2,61.06,64.42,62.54,2010,11,29
2010-11-30,56.18,58.47,55.38,49.0,45.67,45.0,63.99,73.67,72.38,77.92,78.14,80.07,85.13,75.24,70.97,66.25,74.97,101.99,144.25,101.11,75.18,66.18,66.19,60.33,2010,11,30
2010-12-01,58.12,56.55,52.21,47.03,45.08,44.1,68.49,77.01,70.98,76.91,75.65,75.04,74.9,73.14,72.43,68.87,70.2,89.0,190.68,83.53,72.13,71.32,68.37,63.99,2010,12,1
2010-12-02,53.02,55.03,53.19,43.59,42.36,50.24,58.37,67.4,66.39,68.05,66.87,69.46,69.66,69.94,78.02,81.45,83.14,114.79,252.11,106.14,74.79,64.9,65.71,66.02,2010,12,2
2010-12-03,66.26,63.3,68.17,55.66,52.0,56.36,70.0,90.19,98.71,96.62,96.99,93.33,85.09,78.0,73.14,69.96,75.08,103.66,123.51,97.02,71.72,72.72,73.12,73.0,2010,12,3
2010-12-04,67.93,71.67,66.2,54.8,53.27,51.0,51.0,45.46,51.26,54.93,64.99,67.88,71.09,63.65,59.53,54.76,57.74,69.08,79.59,73.41,66.17,47.0,51.43,58.36,2010,12,4
2010-12-05,64.13,62.94,60.1,54.89,51.5,48.84,50.56,56.18,39.96,61.73,63.27,65.35,72.14,67.58,61.26,59.7,59.5,72.62,76.41,76.48,73.01,67.09,70.87,67.05,2010,12,5
2010-12-06,59.42,59.08,51.23,44.03,43.04,46.82,63.04,70.4,74.97,80.88,83.95,82.76,81.33,80.92,82.54,81.35,94.97,141.0,123.3,101.2,82.5,74.95,75.22,67.94,2010,12,6
2010-12-07,47.76,45.93,45.91,42.99,42.4,47.89,55.39,82.0,83.0,84.85,88.66,90.28,82.92,81.58,77.49,73.69,79.93,104.94,98.03,84.14,69.66,60.32,56.19,52.1,2010,12,7
2010-12-08,48.65,47.56,44.45,39.83,38.84,41.27,47.06,63.13,65.39,67.59,68.99,70.07,71.2,68.92,67.28,65.2,67.28,79.68,79.2,72.48,67.97,64.39,66.22,59.36,2010,12,8
2010-12-09,48.99,45.56,37.82,30.09,29.15,41.3,53.28,64.79,67.23,69.76,71.55,71.61,69.21,66.7,69.57,66.2,69.23,75.13,78.88,78.84,70.96,63.2,61.19,54.9,2010,12,9
2010-12-10,47.0,45.69,45.44,38.27,38.13,46.46,56.51,74.01,76.75,78.17,77.09,74.77,73.71,69.04,65.13,65.39,68.47,79.62,86.7,80.8,69.25,64.76,64.14,60.43,2010,12,10
2010-12-11,66.25,61.36,57.62,46.1,50.45,46.08,54.22,60.04,61.97,70.0,71.94,71.99,72.96,65.92,61.69,59.93,63.9,78.55,78.95,77.4,74.8,67.49,70.95,69.54,2010,12,11
2010-12-12,61.19,57.75,52.11,36.62,35.0,33.64,33.59,41.94,46.38,50.91,54.08,57.14,62.67,54.76,51.2,44.52,47.56,62.05,72.7,74.03,67.99,58.09,58.18,55.88,2010,12,12
2010-12-13,42.95,42.01,40.5,35.03,36.77,43.08,48.78,74.6,77.63,76.98,74.68,74.65,72.95,72.27,71.72,70.64,75.41,92.14,97.56,80.96,71.17,59.7,66.11,61.1,2010,12,13
2010-12-14,53.03,51.22,50.92,44.05,44.18,47.93,61.19,84.99,79.51,78.92,79.45,78.04,72.72,74.93,73.27,73.04,78.32,103.48,140.0,88.66,75.84,68.51,71.28,65.38,2010,12,14
2010-12-15,56.18,56.94,55.59,48.4,44.34,59.25,65.86,73.33,77.69,79.06,80.11,80.36,78.27,77.61,78.46,77.94,89.95,131.79,130.48,95.0,76.19,68.41,63.55,63.2,2010,12,15
2010-12-16,57.97,57.03,53.89,47.78,44.35,50.04,62.01,79.39,78.0,79.93,79.18,75.34,71.32,69.44,69.93,70.0,69.01,89.07,93.9,75.72,69.9,61.32,59.66,55.17,2010,12,16
2010-12-17,55.24,52.61,48.64,45.93,46.79,49.33,61.0,79.48,79.31,77.98,75.75,78.92,74.4,71.06,71.07,70.99,74.48,86.75,85.27,79.51,68.65,64.29,64.17,62.81,2010,12,17
2010-12-18,58.8,58.37,55.35,51.5,47.9,48.99,49.05,55.94,60.05,69.0,71.26,70.36,70.61,62.32,59.86,60.1,65.52,74.99,77.98,74.03,60.14,55.07,56.06,55.2,2010,12,18
2010-12-19,53.99,52.57,53.03,45.27,41.23,39.65,41.39,43.0,48.24,51.27,53.03,57.49,61.62,56.19,56.82,49.62,53.03,65.29,75.26,74.0,64.91,56.19,55.08,53.19,2010,12,19
2010-12-20,55.89,54.88,52.09,41.02,40.37,49.36,58.74,71.0,75.33,82.14,82.16,81.84,79.79,79.21,77.0,76.91,75.9,89.96,98.49,76.3,70.0,65.75,64.04,59.89,2010,12,20
2010-12-21,50.91,49.75,47.04,45.49,45.49,47.58,53.2,70.04,74.93,78.64,77.87,79.94,78.33,78.99,79.98,77.7,84.13,96.41,87.05,76.98,65.77,61.2,64.55,61.19,2010,12,21
2010-12-22,47.7,47.58,44.06,35.46,35.47,41.0,48.03,61.09,66.23,68.41,67.51,67.41,65.95,65.03,62.24,60.08,60.91,70.36,70.61,67.06,59.95,49.99,50.34,46.78,2010,12,22
2010-12-23,49.22,46.51,41.33,31.29,26.5,39.93,50.47,61.18,60.96,61.06,63.69,67.03,66.68,63.25,60.69,56.27,60.06,67.89,71.49,71.0,62.72,53.02,61.89,53.02,2010,12,23
2010-12-24,35.94,27.89,22.37,14.04,14.78,17.12,36.03,51.39,58.02,60.35,60.44,58.45,65.01,56.36,52.69,48.05,51.75,61.13,58.96,50.04,48.02,44.53,51.44,53.27,2010,12,24
2010-12-25,60.02,58.4,55.74,38.92,16.25,17.83,14.07,21.74,34.96,47.1,51.02,53.4,56.24,51.54,47.19,47.8,50.96,59.2,62.16,62.17,59.5,57.97,67.43,63.36,2010,12,25
2010-12-26,56.77,53.1,49.49,44.11,35.91,39.82,42.18,42.68,48.55,52.64,55.15,59.21,67.25,55.12,49.47,47.21,50.66,63.18,70.0,72.09,70.26,65.0,68.55,68.19,2010,12,26
2010-12-27,50.91,47.11,47.11,41.44,41.03,42.7,43.67,47.91,60.07,68.99,69.0,67.31,66.86,67.25,65.05,63.79,72.96,79.8,78.58,72.66,61.01,54.96,53.02,46.22,2010,12,27
2010-12-28,46.55,44.44,42.47,38.93,36.92,41.05,45.38,53.02,53.77,62.15,66.26,69.39,70.94,66.26,62.58,62.05,64.44,74.91,74.93,71.17,65.14,49.28,54.46,50.83,2010,12,28
2010-12-29,47.06,42.02,41.08,36.34,37.03,42.78,44.55,49.99,53.87,60.35,63.91,63.63,65.82,62.49,60.75,60.08,65.57,74.93,74.92,68.97,60.87,52.72,56.11,50.32,2010,12,29
2010-12-30,50.34,47.06,43.13,36.43,34.41,38.89,43.05,50.84,51.39,55.88,57.77,61.95,61.49,58.7,54.75,52.36,56.64,68.98,70.9,66.17,56.3,50.18,51.15,49.72,2010,12,30
2010-12-31,49.94,50.33,39.81,29.35,27.9,35.01,47.74,53.01,54.6,60.73,64.82,66.18,66.33,62.01,53.97,50.22,52.35,63.27,62.61,64.01,57.05,51.01,53.95,56.85,2010,12,31
2011-01-01,58.4,56.18,53.02,43.81,24.62,15.59,10.52,10.28,12.28,14.38,15.4,22.32,42.03,38.24,30.46,20.05,30.38,45.94,49.94,52.08,52.43,49.25,53.0,49.66,2011,1,1
2011-01-02,53.03,49.71,41.68,21.9,18.47,22.71,16.27,23.56,30.0,44.69,50.39,55.11,59.62,52.56,48.62,47.5,47.27,55.05,68.69,69.99,66.44,55.85,59.27,57.02,2011,1,2
2011-01-03,43.38,43.38,42.83,34.69,31.44,43.05,52.7,69.76,68.95,69.73,70.02,71.11,71.44,72.63,68.17,67.24,69.0,74.33,77.51,73.48,70.0,59.88,67.35,63.2,2011,1,3
2011-01-04,48.54,48.03,45.81,41.93,39.01,45.93,56.75,70.93,70.64,69.82,69.99,72.08,69.46,65.14,64.28,61.73,65.05,73.63,78.0,70.03,67.08,56.98,61.32,57.33,2011,1,4
2011-01-05,48.32,47.89,43.33,39.52,39.96,44.74,54.24,61.19,63.51,63.14,67.48,66.96,66.46,65.83,64.74,60.0,64.59,69.77,73.5,68.45,63.19,52.68,57.39,55.19,2011,1,5
2011-01-06,53.28,52.68,49.1,35.95,30.0,45.03,53.96,66.25,68.49,69.5,67.99,68.08,67.19,63.32,60.5,54.93,58.23,66.99,69.48,66.69,59.73,53.07,54.25,49.49,2011,1,6
2011-01-07,44.58,42.92,30.51,21.5,23.19,40.05,49.03,64.48,63.77,63.75,64.41,64.97,64.07,62.88,57.19,53.46,52.44,61.98,61.86,56.13,51.14,49.93,52.48,48.69,2011,1,7
2011-01-08,27.0,24.82,20.1,13.94,10.15,10.8,14.69,19.04,22.64,25.71,26.16,27.99,42.9,36.38,31.49,24.21,23.83,53.02,55.45,52.94,48.14,41.02,46.97,45.81,2011,1,8
2011-01-09,32.54,21.55,15.71,10.58,10.32,10.33,9.22,10.0,10.19,30.0,46.02,50.83,53.02,46.62,43.44,36.36,39.22,56.28,63.02,62.38,57.47,49.37,52.01,47.0,2011,1,9
2011-01-10,30.0,25.09,20.57,15.04,15.7,25.63,51.64,63.3,62.99,61.2,62.67,62.98,62.88,61.41,60.5,57.52,59.92,67.1,69.93,63.18,54.72,43.94,43.37,32.32,2011,1,10
2011-01-11,47.31,45.01,41.91,34.15,35.01,44.92,49.81,63.08,64.85,63.04,62.68,63.7,65.03,65.04,62.95,60.0,62.94,69.04,71.61,67.99,63.67,53.28,56.18,49.33,2011,1,11
2011-01-12,37.93,34.02,24.29,16.51,14.06,32.55,43.69,57.65,60.0,60.38,61.43,63.05,60.43,59.85,60.0,57.91,59.42,66.17,66.75,59.94,52.1,46.83,48.56,43.89,2011,1,12
2011-01-13,31.04,24.93,16.66,10.46,10.28,14.4,46.08,62.11,62.42,58.69,56.96,59.22,56.19,53.28,50.54,47.03,40.01,54.57,64.95,57.92,54.45,48.6,49.44,43.81,2011,1,13
2011-01-14,25.21,18.03,14.08,10.36,10.51,22.9,43.09,62.21,65.01,64.48,61.26,61.42,57.0,54.28,50.7,48.1,50.13,58.44,61.28,58.35,51.41,49.36,51.4,44.08,2011,1,14
2011-01-15,36.54,30.3,21.78,15.19,14.64,15.29,17.11,40.6,49.04,53.12,53.2,52.99,53.9,47.79,45.0,43.28,42.42,65.04,63.21,56.19,44.96,37.43,43.78,36.79,2011,1,15
2011-01-16,21.32,18.54,14.99,10.06,10.2,11.58,10.17,10.2,16.6,27.9,39.94,45.12,45.11,35.13,25.45,23.93,31.98,39.51,64.15,65.0,55.15,49.32,51.31,46.14,2011,1,16
2011-01-17,22.73,16.75,17.1,12.72,14.87,23.53,45.48,62.43,65.91,61.19,58.62,59.9,60.14,58.4,52.54,52.93,58.52,67.26,68.36,65.97,60.2,51.24,50.89,48.92,2011,1,17
2011-01-18,37.65,37.28,34.94,25.3,28.8,40.49,45.24,59.6,63.27,61.63,63.32,63.58,62.89,62.36,59.37,55.97,59.07,67.9,69.08,66.98,60.1,50.01,49.74,45.89,2011,1,18
2011-01-19,47.14,45.44,43.01,38.89,40.1,46.28,49.51,65.06,66.5,66.09,65.91,66.0,65.5,65.0,62.94,61.08,61.19,66.88,69.22,66.46,61.19,51.11,52.0,48.85,2011,1,19
2011-01-20,43.09,42.63,42.6,40.06,39.96,41.77,48.0,63.3,66.09,66.08,65.83,65.63,64.93,63.84,61.74,60.31,61.8,66.61,69.73,66.83,63.71,53.02,52.6,48.46,2011,1,20
2011-01-21,46.04,45.3,44.88,42.65,42.09,45.7,50.83,64.03,66.61,66.23,66.0,65.21,64.52,62.98,60.17,56.19,62.07,66.13,67.85,66.27,60.81,54.99,56.96,54.33,2011,1,21
2011-01-22,50.07,48.18,46.85,45.03,44.46,46.69,44.93,46.68,51.39,58.0,60.38,61.04,61.1,59.12,53.0,50.55,50.12,63.1,64.8,62.62,59.17,53.13,58.79,52.98,2011,1,22
