date,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H0,year,month,day
2010-05-16,36.38,31.3,30.09,26.8,23.75,23.22,19.16,17.97,30.0,33.5,37.19,38.37,41.46,35.11,31.68,26.68,27.89,30.4,38.5,42.01,42.53,45.0,48.43,40.0,2010,5,16
2010-05-17,35.11,31.9,28.0,25.81,29.85,32.52,44.03,56.25,66.0,70.69,69.2,68.54,65.52,61.29,55.1,55.5,53.15,50.55,48.0,46.3,47.74,49.18,52.5,45.36,2010,5,17
2010-05-18,37.5,37.0,32.5,28.0,28.61,36.08,46.0,61.11,67.71,68.0,66.27,61.46,69.4,65.38,62.37,56.4,53.2,49.0,50.0,48.63,47.5,48.92,56.08,43.0,2010,5,18
2010-05-19,42.0,37.04,33.84,28.17,28.5,34.79,43.64,55.84,66.2,64.01,61.81,60.0,58.9,58.21,53.3,53.49,53.19,51.34,50.0,48.43,47.77,49.93,50.0,43.0,2010,5,19
2010-05-20,39.01,35.83,32.5,31.0,31.5,34.41,42.0,53.71,57.89,59.87,60.76,62.43,62.3,61.71,59.99,55.77,52.62,49.89,51.65,49.47,48.5,48.67,46.78,42.0,2010,5,20
2010-05-21,38.5,35.0,31.0,29.43,29.7,34.2,40.05,54.72,56.06,59.5,61.77,63.2,58.85,54.09,54.22,50.92,47.09,46.89,45.5,44.63,45.13,45.78,44.88,40.42,2010,5,21
2010-05-22,37.9,39.96,36.2,31.6,28.92,28.57,31.0,36.96,39.41,45.29,49.19,52.02,55.0,48.94,41.11,39.0,38.37,38.44,40.47,41.0,40.19,41.62,45.12,40.36,2010,5,22
2010-05-23,34.82,26.54,20.81,16.3,15.33,15.08,10.2,14.0,19.46,28.9,34.25,38.01,41.7,31.5,26.4,23.03,22.62,27.19,29.89,32.28,38.36,40.69,46.2,39.81,2010,5,23
2010-05-24,21.51,16.48,12.52,10.0,10.01,7.0,0.99,6.69,18.25,26.7,30.36,34.93,35.99,27.86,24.74,19.91,17.66,20.59,23.61,27.96,27.96,35.99,44.1,34.35,2010,5,24
2010-05-25,34.37,24.65,20.9,16.1,17.07,23.63,36.0,48.51,53.0,55.0,58.9,60.38,59.34,56.21,55.5,53.06,50.22,48.61,49.7,48.01,49.37,49.08,50.91,43.43,2010,5,25
2010-05-26,39.88,37.0,32.1,27.25,25.0,32.0,40.9,54.19,53.03,56.8,61.61,64.18,61.3,59.2,57.22,55.11,51.11,49.81,49.62,48.59,46.75,49.3,51.05,44.86,2010,5,26
2010-05-27,37.33,35.24,32.48,28.06,29.0,34.55,43.83,49.5,53.48,56.39,60.2,63.65,60.0,58.95,57.31,54.54,52.0,52.31,50.07,49.12,47.69,46.88,48.15,42.16,2010,5,27
2010-05-28,37.26,32.82,28.84,24.73,25.39,31.69,37.98,44.34,51.02,53.39,55.96,58.1,55.6,52.49,49.23,46.13,44.44,45.15,44.77,44.93,43.55,44.19,45.8,39.8,2010,5,28
2010-05-29,39.5,35.43,29.65,21.97,20.31,19.0,19.41,32.25,37.0,45.13,47.07,46.5,47.5,45.3,39.68,39.34,37.43,37.47,40.64,40.63,35.63,37.99,46.21,36.02,2010,5,29
2010-05-30,22.78,14.48,11.52,9.42,7.41,6.1,5.0,7.0,13.28,18.06,20.85,29.95,35.43,29.96,25.5,20.02,17.36,16.29,20.25,20.56,20.0,21.53,40.1,35.0,2010,5,30
2010-05-31,10.17,9.49,7.09,3.52,6.48,9.5,27.5,48.63,48.63,50.55,53.47,56.27,56.29,56.99,53.02,49.37,46.54,45.81,46.72,46.22,44.54,43.0,46.07,41.0,2010,5,31
2010-06-01,35.0,22.5,19.39,13.39,13.59,22.0,36.66,47.76,53.27,55.19,56.85,61.71,60.0,58.82,53.94,53.27,48.58,48.0,46.73,45.02,42.44,40.61,44.92,39.0,2010,6,1
2010-06-02,30.7,24.3,15.63,11.91,10.19,19.26,33.99,43.62,46.64,49.31,50.96,53.5,52.31,50.55,48.4,45.95,46.66,45.0,44.98,44.0,41.99,40.59,43.27,37.98,2010,6,2
2010-06-03,25.77,17.26,12.26,9.5,10.01,15.53,34.32,46.0,48.65,49.72,52.51,52.05,53.09,50.91,49.81,47.11,45.9,43.64,44.46,43.36,43.82,42.45,46.19,39.41,2010,6,3
2010-06-04,34.6,25.19,16.07,12.02,13.38,20.91,38.71,49.36,52.05,54.2,56.0,58.13,55.78,52.49,50.67,49.58,46.85,46.9,47.08,45.5,44.89,43.35,45.64,38.98,2010,6,4
2010-06-05,41.41,36.43,31.56,19.19,16.26,17.19,16.16,21.07,37.7,42.0,46.78,48.39,48.64,43.0,39.2,39.0,38.01,40.19,42.87,42.37,39.0,39.5,48.09,38.9,2010,6,5
2010-06-06,32.0,29.62,19.9,13.6,11.54,11.28,11.25,11.48,22.07,33.18,39.4,41.41,44.43,37.43,34.0,29.31,28.89,30.06,34.19,38.2,35.05,35.38,50.0,40.15,2010,6,6
2010-06-07,35.0,28.2,17.7,10.95,12.64,23.4,37.9,46.25,53.2,54.89,56.18,58.57,58.08,56.17,55.0,51.04,50.1,49.58,49.99,49.97,48.58,45.92,51.14,44.0,2010,6,7
2010-06-08,37.0,34.5,31.7,24.0,24.8,29.81,41.2,52.81,56.82,62.1,68.05,70.5,66.03,62.54,60.0,57.25,55.76,54.27,51.0,49.5,46.8,46.19,47.85,41.73,2010,6,8
2010-06-09,41.08,38.47,36.17,29.3,29.7,33.45,40.3,48.0,57.03,63.63,72.7,80.06,70.32,66.2,66.43,60.0,58.31,56.7,55.2,50.11,48.61,47.69,50.08,45.04,2010,6,9
2010-06-10,39.3,36.29,30.64,22.99,24.43,31.26,39.99,52.44,57.47,61.15,65.48,72.88,66.12,63.73,60.62,56.91,54.03,53.27,53.0,48.7,46.56,44.3,48.52,42.01,2010,6,10
2010-06-11,38.9,34.98,26.48,15.9,15.21,19.29,36.23,50.78,56.19,59.01,60.32,66.62,62.2,59.24,56.0,51.04,47.33,46.98,46.55,45.86,44.54,43.5,46.59,42.99,2010,6,11
2010-06-12,38.48,32.65,26.99,21.14,19.56,21.22,25.18,34.4,39.25,42.91,46.88,48.64,47.51,42.06,38.52,37.0,35.72,36.31,39.0,39.09,36.17,35.44,41.0,37.5,2010,6,12
2010-06-13,24.11,17.01,9.19,7.0,6.01,2.13,2.0,8.85,13.22,18.83,22.29,30.21,35.5,26.61,23.58,20.23,16.12,16.47,19.91,21.52,21.27,23.55,43.43,30.32,2010,6,13
2010-06-14,22.92,20.36,15.91,7.25,12.72,11.08,33.1,48.8,55.45,63.0,65.5,73.5,67.89,64.56,62.19,55.34,54.29,53.03,53.04,50.13,49.22,45.11,48.0,42.01,2010,6,14
2010-06-15,33.2,26.13,19.7,13.03,14.27,17.88,37.66,49.98,55.32,58.1,62.64,69.24,62.2,60.5,56.59,52.0,50.74,49.06,49.06,48.09,43.02,39.76,44.48,38.25,2010,6,15
2010-06-16,32.66,29.99,21.6,10.49,10.18,17.81,34.04,48.38,52.74,55.81,58.12,63.22,57.84,56.44,55.36,51.55,51.0,49.95,49.47,47.05,44.29,43.11,47.16,40.5,2010,6,16
2010-06-17,36.39,35.0,28.05,20.0,20.04,30.0,42.4,51.77,56.44,59.2,62.0,67.21,63.0,60.39,58.85,53.9,53.11,52.95,53.56,53.3,49.57,47.74,53.99,47.0,2010,6,17
2010-06-18,44.8,40.59,35.5,28.1,28.09,32.45,40.11,54.0,56.19,58.36,62.24,66.18,61.1,55.09,51.53,46.59,47.47,49.13,48.8,45.38,44.71,43.06,48.3,41.3,2010,6,18
2010-06-19,36.52,28.21,23.5,17.01,14.95,13.2,20.67,30.58,37.79,45.3,48.62,50.91,51.08,44.04,41.3,38.58,37.01,38.5,41.0,40.58,38.81,38.43,47.0,41.0,2010,6,19
2010-06-20,33.25,26.03,19.18,11.17,10.48,10.39,10.32,10.19,12.54,22.86,32.52,33.79,41.41,27.8,28.49,26.0,20.83,22.74,32.16,26.67,27.79,33.38,51.47,40.76,2010,6,20
2010-06-21,33.57,27.71,21.07,11.08,11.25,16.07,32.98,53.99,57.0,60.69,65.0,73.0,65.76,61.0,59.0,53.14,51.06,50.0,50.12,47.99,44.84,42.5,49.64,43.72,2010,6,21
2010-06-22,42.6,37.97,33.63,27.32,26.69,30.36,41.54,54.39,54.91,58.57,64.0,71.5,67.8,62.01,58.51,53.17,53.11,50.98,52.44,49.44,47.51,45.75,50.26,44.82,2010,6,22
2010-06-23,36.99,35.75,30.9,17.0,25.94,31.31,40.01,57.6,56.84,60.3,63.86,70.36,64.8,60.76,56.29,51.73,51.98,49.84,50.16,49.34,47.75,50.0,51.0,45.98,2010,6,23
2010-06-24,42.11,38.1,35.43,32.3,34.96,35.96,45.99,54.35,59.16,58.92,62.3,67.79,63.7,61.34,57.37,54.13,52.64,53.83,53.18,52.42,49.03,47.3,49.86,44.85,2010,6,24
2010-06-25,43.0,40.05,37.76,32.51,32.91,35.0,37.02,44.5,55.93,61.15,65.86,69.95,66.39,62.0,57.07,53.0,53.01,50.44,51.39,48.24,46.18,46.26,48.61,45.83,2010,6,25
2010-06-26,44.19,39.91,34.06,25.85,26.14,24.0,26.49,36.49,40.0,47.29,49.93,50.87,52.5,48.28,47.3,44.14,42.68,42.18,44.46,43.95,42.2,41.74,49.84,44.6,2010,6,26
2010-06-27,42.1,36.08,26.99,17.5,12.0,11.08,11.04,10.95,23.5,32.79,38.11,42.68,44.5,39.52,38.01,38.5,38.9,39.51,46.0,45.99,42.54,43.02,50.71,46.22,2010,6,27
2010-06-28,43.06,39.0,32.31,26.91,26.0,30.99,39.7,52.94,59.42,62.87,66.27,73.0,71.0,69.41,68.04,63.2,60.0,59.05,57.66,55.5,52.63,50.01,53.03,49.2,2010,6,28
2010-06-29,41.6,38.03,33.61,29.37,27.58,30.05,37.0,47.46,53.57,56.0,62.91,69.46,66.1,63.13,61.23,56.0,57.07,56.18,54.33,49.98,49.02,46.01,50.0,45.81,2010,6,29
2010-06-30,37.79,36.1,32.63,30.62,29.71,33.15,38.79,47.43,53.19,60.06,62.22,67.0,64.01,62.62,61.38,55.41,54.71,53.02,53.17,49.03,48.63,46.99,48.54,43.71,2010,6,30
2010-07-01,42.79,40.09,36.3,31.2,32.21,34.15,36.59,51.07,57.38,58.77,60.07,69.41,65.9,61.54,60.85,58.52,57.78,56.42,55.11,52.52,49.4,47.27,51.0,45.1,2010,7,1
2010-07-02,45.0,41.43,37.02,32.34,30.23,33.28,37.81,50.97,55.77,56.85,64.01,71.49,68.45,66.0,63.52,61.48,58.01,54.6,54.0,50.5,48.95,49.98,55.02,49.4,2010,7,2
2010-07-03,49.0,45.74,42.45,38.0,36.82,36.18,36.2,38.38,42.32,49.15,51.82,54.5,55.3,50.49,50.0,48.71,49.83,49.97,50.62,49.5,43.0,42.53,48.74,45.16,2010,7,3
2010-07-04,37.78,37.72,32.99,24.9,20.91,16.2,15.19,18.04,21.08,34.93,39.53,39.66,44.93,41.4,39.4,39.55,39.93,39.17,35.76,37.06,38.06,38.53,48.32,41.85,2010,7,4
2010-07-05,42.15,38.54,34.93,31.91,27.88,31.56,39.49,52.12,56.19,58.66,63.42,68.25,65.84,63.7,63.91,60.32,58.12,53.73,52.02,48.8,47.12,43.93,47.87,42.98,2010,7,5
2010-07-06,41.81,41.0,36.45,32.82,31.6,34.95,39.3,51.14,53.34,57.0,60.47,64.0,60.3,58.51,56.4,54.37,53.69,51.18,51.27,50.0,50.61,48.5,50.53,44.89,2010,7,6
2010-07-07,41.11,38.35,34.38,32.58,32.83,33.49,40.0,47.9,54.0,56.9,62.5,64.19,63.18,60.87,60.0,56.98,58.45,56.18,56.19,54.0,50.0,48.79,50.25,45.0,2010,7,7
2010-07-08,42.58,38.91,36.26,32.38,31.7,35.09,41.0,54.71,59.75,62.25,64.64,67.0,64.5,63.0,63.4,60.71,60.0,59.46,57.6,54.0,52.03,49.71,53.5,46.8,2010,7,8
2010-07-09,46.54,42.8,39.91,36.79,36.5,39.22,44.39,55.0,60.44,63.99,68.47,72.14,70.11,67.01,67.0,63.11,59.62,57.9,56.44,53.54,50.91,50.92,53.63,47.01,2010,7,9
2010-07-10,47.88,45.82,43.31,40.07,36.2,33.0,27.96,36.42,47.0,51.99,54.3,56.29,57.16,52.98,51.29,50.07,51.79,49.96,50.32,49.29,47.37,47.0,50.81,46.5,2010,7,10
2010-07-11,44.96,42.06,38.0,28.0,24.03,17.82,11.5,15.77,29.1,40.25,45.31,48.91,49.0,45.46,43.74,41.61,42.28,44.48,47.21,48.06,48.02,49.29,55.92,49.37,2010,7,11
2010-07-12,46.27,43.03,38.87,34.03,32.53,34.9,42.99,55.7,64.0,69.33,76.91,87.87,77.75,76.21,78.18,74.26,71.11,66.26,64.76,57.61,52.09,50.0,56.46,48.69,2010,7,12
2010-07-13,42.11,39.9,36.95,34.46,35.04,37.6,43.44,50.04,60.39,62.0,67.14,74.34,69.67,67.33,68.75,66.19,63.55,61.41,60.82,56.07,51.06,49.29,51.8,47.05,2010,7,13
2010-07-14,42.6,41.15,37.16,33.03,33.21,36.54,38.09,42.31,47.79,47.87,54.93,53.68,64.06,59.89,53.19,48.59,46.89,51.08,52.95,50.54,48.95,47.59,53.28,47.46,2010,7,14
2010-07-15,41.9,38.92,32.5,28.87,30.28,36.95,42.3,50.07,54.96,60.29,63.99,68.52,66.8,64.2,63.4,63.0,61.19,60.04,57.33,53.67,50.92,49.87,52.99,46.02,2010,7,15
2010-07-16,43.39,40.0,37.57,34.94,34.99,36.15,42.24,52.62,54.2,61.36,64.4,67.0,64.99,60.0,59.1,57.17,54.98,55.13,55.19,51.51,48.93,47.3,51.4,46.0,2010,7,16
2010-07-17,44.89,43.55,42.75,39.05,37.53,37.0,38.05,42.1,44.57,47.07,48.81,50.45,51.06,45.57,43.05,42.2,42.0,42.8,44.99,45.0,41.64,41.0,46.0,43.02,2010,7,17
2010-07-18,34.91,30.66,22.64,17.74,16.53,15.44,12.7,16.62,25.15,34.79,38.99,42.31,42.92,39.9,37.47,34.52,31.61,35.6,41.41,41.35,43.04,46.22,51.49,45.51,2010,7,18
2010-07-19,34.89,31.6,18.17,17.34,17.76,29.63,35.67,39.0,51.77,56.7,59.21,63.96,60.09,58.74,57.99,55.0,55.24,54.09,53.4,50.28,48.0,47.42,47.93,40.81,2010,7,19
2010-07-20,40.9,38.5,36.0,34.15,34.7,38.1,43.9,47.0,50.57,56.8,59.31,63.76,62.01,61.36,60.78,58.48,55.25,55.28,54.5,52.01,47.83,47.1,51.5,45.75,2010,7,20
2010-07-21,42.41,39.32,37.09,37.52,37.0,38.76,43.01,44.59,49.0,54.4,57.44,61.05,60.08,59.31,56.77,55.81,53.0,55.0,53.72,51.0,49.0,48.26,50.2,46.0,2010,7,21
2010-07-22,42.59,40.0,37.3,35.1,34.34,36.86,40.5,48.98,52.54,56.98,56.19,59.48,58.34,56.05,56.28,53.91,54.99,54.39,55.0,50.66,47.43,45.29,50.01,44.27,2010,7,22
2010-07-23,41.06,38.49,34.75,32.03,31.4,35.59,38.8,46.62,52.75,56.5,56.78,58.05,56.99,53.61,54.88,50.96,49.27,49.57,51.3,46.85,44.05,43.24,46.82,42.71,2010,7,23
2010-07-24,39.23,37.03,33.54,28.76,27.85,29.68,26.96,29.82,35.4,40.8,41.12,42.22,44.93,42.4,40.51,39.2,34.98,36.75,40.59,41.3,38.74,38.22,42.71,40.07,2010,7,24
2010-07-25,26.68,18.98,14.94,11.03,8.15,8.32,7.43,7.47,12.73,23.11,31.49,34.48,39.9,35.86,33.16,26.71,23.49,16.7,21.54,24.8,22.91,23.25,43.03,36.11,2010,7,25
2010-07-26,34.01,27.09,21.72,18.81,18.59,26.01,37.27,44.34,48.5,49.9,53.19,54.69,54.73,53.0,52.99,48.49,48.25,47.35,47.67,45.67,43.72,43.5,47.0,41.38,2010,7,26
2010-07-27,37.78,35.46,34.0,30.0,29.16,35.46,34.63,44.43,47.72,50.53,54.78,56.19,55.99,54.0,53.41,50.89,50.48,50.0,49.64,46.74,46.66,46.36,47.99,43.08,2010,7,27
2010-07-28,40.0,36.95,35.3,32.08,30.89,35.79,0.01,34.0,46.5,49.07,52.5,55.76,53.45,52.45,52.75,49.93,48.4,47.0,46.72,44.5,44.26,43.0,45.01,39.28,2010,7,28
2010-07-29,35.01,32.01,27.7,25.75,25.81,32.21,38.94,43.52,47.7,49.92,49.99,52.89,50.21,49.85,50.02,48.8,47.2,44.88,45.43,44.58,42.89,42.77,45.92,40.23,2010,7,29
2010-07-30,37.6,34.94,32.61,29.36,29.25,35.51,37.87,43.0,48.2,50.2,51.38,53.29,51.7,49.25,48.09,47.0,45.0,45.11,45.0,42.87,40.42,39.72,44.5,39.93,2010,7,30
2010-07-31,36.5,34.31,31.3,25.54,25.0,26.0,30.17,33.65,34.63,37.84,41.35,44.09,44.93,39.7,38.9,36.7,36.41,39.71,42.09,41.55,41.42,41.88,46.0,42.44,2010,7,31
2010-08-01,32.19,25.71,16.49,10.18,10.18,9.5,8.08,12.0,10.19,27.51,35.27,39.18,40.18,37.15,35.58,30.01,27.69,32.28,37.37,36.16,33.6,35.39,43.68,37.01,2010,8,1
2010-08-02,30.77,25.71,17.32,13.3,14.09,25.0,31.01,40.79,44.97,48.45,50.5,52.32,53.0,50.04,49.27,46.07,45.41,44.69,45.18,43.9,42.41,37.35,44.11,35.12,2010,8,2
2010-08-03,23.62,21.9,17.97,10.09,10.0,10.17,10.19,20.59,37.41,46.33,47.0,49.07,48.59,46.93,46.25,45.9,45.02,44.87,45.39,43.91,37.4,45.43,45.8,40.33,2010,8,3
2010-08-04,20.79,19.12,15.24,13.58,10.19,18.5,22.41,37.47,46.99,45.92,46.45,48.45,48.45,47.0,46.45,46.89,45.38,45.54,45.75,44.53,44.6,45.15,44.81,40.5,2010,8,4
2010-08-05,24.79,21.36,20.61,17.56,15.54,21.86,30.73,40.61,43.91,45.18,47.9,49.16,49.67,48.0,45.9,45.15,45.0,45.87,45.5,43.76,42.21,46.76,45.5,40.07,2010,8,5
2010-08-06,27.7,26.31,20.1,17.76,17.06,19.57,30.97,41.13,44.68,45.49,47.46,48.89,48.5,45.45,44.11,44.0,42.4,42.23,42.5,42.11,39.89,40.89,0.02,39.76,2010,8,6
2010-08-07,31.0,26.44,16.81,11.01,10.63,10.65,0.01,10.76,21.37,30.99,33.11,35.92,41.37,36.81,38.83,37.1,34.47,33.2,36.17,39.34,34.42,40.88,42.62,38.92,2010,8,7
2010-08-08,18.93,19.24,14.6,11.37,10.67,10.19,10.01,10.56,11.12,20.74,28.74,30.09,35.01,30.04,26.15,21.45,23.09,26.81,31.34,34.04,35.0,34.83,39.01,31.41,2010,8,8
2010-08-09,18.06,15.59,14.85,11.14,11.42,13.63,23.23,31.82,46.18,48.66,48.09,50.29,49.54,48.58,47.9,45.52,44.6,44.44,44.34,43.75,42.77,36.52,43.65,40.03,2010,8,9
2010-08-10,28.46,24.2,20.01,11.67,11.66,13.7,14.8,35.13,45.5,46.0,48.0,50.33,49.52,47.61,46.15,45.0,45.0,44.95,45.5,44.26,42.16,45.03,45.43,37.59,2010,8,10
2010-08-11,18.63,12.34,14.0,12.92,10.18,15.71,15.55,36.77,46.05,47.56,49.75,51.3,50.0,48.71,48.38,47.33,46.54,46.5,47.42,46.65,36.51,43.14,46.5,41.5,2010,8,11
2010-08-12,13.85,11.98,14.15,10.59,10.52,10.19,10.96,21.46,41.88,44.13,48.6,50.36,51.06,48.29,47.71,46.8,44.07,38.87,42.7,41.4,40.55,44.03,44.72,37.19,2010,8,12
2010-08-13,29.11,30.0,21.43,12.35,12.02,13.65,19.07,40.72,47.08,47.9,48.91,51.0,51.44,49.01,47.5,45.2,45.0,45.3,45.69,44.61,45.39,45.6,46.14,41.69,2010,8,13
2010-08-14,39.0,34.0,29.73,28.04,27.0,25.89,26.19,31.29,37.58,43.89,45.27,46.86,45.1,42.9,41.32,41.28,40.89,41.8,43.9,43.63,43.3,45.2,44.4,39.42,2010,8,14
2010-08-15,33.47,29.65,16.5,10.18,10.01,9.79,9.49,9.5,11.39,24.71,33.15,35.42,40.28,32.6,30.58,25.33,24.0,22.66,27.65,35.29,37.61,43.58,47.0,39.98,2010,8,15
2010-08-16,34.06,29.71,24.51,17.04,13.77,22.57,32.77,43.0,49.19,50.0,52.79,53.0,51.81,50.91,49.0,48.14,45.71,46.09,46.65,47.0,44.88,47.0,45.11,42.55,2010,8,16
2010-08-17,34.43,33.89,26.84,16.96,17.36,31.01,34.09,34.33,47.32,51.37,53.5,54.64,53.23,51.15,49.81,47.6,44.86,44.69,46.54,46.19,40.61,40.76,42.4,35.82,2010,8,17
2010-08-18,25.91,19.66,15.28,10.19,10.18,10.86,15.08,33.29,44.61,47.0,51.69,54.0,53.21,50.92,47.66,45.77,43.81,44.93,45.57,44.5,40.54,42.61,43.01,38.0,2010,8,18
2010-08-19,31.9,19.44,11.66,10.4,10.41,10.52,21.45,34.36,44.98,46.43,50.47,53.99,54.32,49.67,48.19,47.0,46.0,46.96,47.69,47.47,46.83,45.92,46.17,42.1,2010,8,19
2010-08-20,37.13,33.67,25.86,13.26,12.77,21.87,34.02,44.89,49.61,52.2,55.0,56.29,53.19,51.0,49.0,45.96,46.0,46.35,46.12,45.01,44.57,44.76,44.37,42.33,2010,8,20
2010-08-21,40.0,36.5,13.17,10.33,10.33,10.29,10.36,23.59,39.27,41.27,44.2,44.5,45.43,43.29,40.0,36.7,36.01,38.0,41.99,39.99,43.81,44.97,44.91,40.01,2010,8,21
2010-08-22,34.68,30.99,17.8,10.69,10.49,10.46,10.42,10.78,22.21,34.7,37.9,40.92,42.1,36.82,33.56,31.94,28.01,38.34,43.0,43.33,46.42,48.94,46.98,41.47,2010,8,22
2010-08-23,34.26,33.52,25.2,10.19,10.18,28.9,21.07,30.22,21.05,37.02,46.71,52.65,53.27,50.01,47.72,44.97,42.54,42.29,42.51,41.53,42.0,43.11,41.5,36.0,2010,8,23
2010-08-24,29.6,25.0,19.38,10.35,13.06,26.4,40.0,46.6,48.0,49.63,52.92,54.32,52.93,48.05,47.2,46.48,44.0,43.06,43.26,43.0,46.0,47.0,44.56,38.8,2010,8,24
2010-08-25,28.0,19.96,11.86,10.26,10.68,24.46,41.58,46.93,49.01,50.44,52.0,53.04,52.0,49.87,48.9,48.37,47.2,48.86,49.38,49.29,50.91,51.0,49.11,44.78,2010,8,25
2010-08-26,41.62,37.81,32.94,22.4,18.1,36.21,43.34,50.0,51.41,55.0,55.76,60.01,58.0,55.73,54.2,53.01,51.06,51.33,52.82,51.0,52.0,51.24,49.0,44.69,2010,8,26
2010-08-27,42.84,40.38,38.06,33.66,30.21,35.8,43.61,48.34,53.02,56.66,60.7,64.0,61.75,57.0,54.96,51.01,49.6,49.77,50.0,48.03,48.89,50.72,49.4,46.3,2010,8,27
2010-08-28,43.63,39.3,35.98,32.3,28.77,31.15,30.63,35.4,37.23,48.5,50.35,51.0,51.51,46.52,45.39,44.6,42.5,44.4,42.9,43.07,47.4,46.97,46.0,42.43,2010,8,28
2010-08-29,29.72,25.0,18.3,10.06,10.07,10.01,10.02,10.02,10.17,25.55,35.54,34.03,40.08,32.61,29.88,27.46,20.6,24.0,35.57,37.16,43.0,40.53,43.21,36.39,2010,8,29
2010-08-30,31.25,17.73,10.19,10.8,10.19,21.9,40.0,48.81,50.21,53.03,55.92,59.58,56.4,55.38,53.72,49.34,49.96,49.19,49.69,48.83,49.99,50.05,48.0,44.39,2010,8,30
2010-08-31,37.54,33.35,28.55,25.04,22.11,30.0,41.57,48.04,51.81,54.93,57.01,61.66,60.17,57.5,56.0,52.66,51.33,50.44,51.67,51.1,51.98,49.6,47.04,43.57,2010,8,31
2010-09-01,35.69,33.26,30.35,26.07,22.09,29.68,38.82,48.11,53.03,55.2,57.2,60.24,58.09,55.78,54.61,53.03,51.45,50.4,53.1,52.73,53.15,49.61,45.72,41.52,2010,9,1
2010-09-02,33.46,32.45,30.8,25.18,24.03,32.7,41.95,49.25,51.9,53.0,55.0,57.09,55.94,53.77,54.01,51.5,50.9,50.01,51.05,50.3,52.96,49.55,46.05,41.38,2010,9,2
2010-09-03,40.5,37.76,35.8,29.71,31.51,39.07,47.0,52.13,54.25,55.27,57.72,59.81,58.0,56.42,54.83,53.0,49.61,49.77,50.17,50.0,52.81,50.91,48.73,46.5,2010,9,3
2010-09-04,45.8,42.99,40.15,37.12,33.86,35.52,38.63,39.91,43.23,45.66,47.69,47.84,49.2,48.2,45.64,41.83,42.34,44.42,47.0,47.0,48.86,48.0,46.48,44.19,2010,9,4
2010-09-05,38.42,35.04,29.26,20.35,15.05,18.0,19.11,10.35,29.2,37.83,42.19,48.68,48.43,38.83,36.76,34.99,34.38,36.91,43.64,47.14,53.0,51.05,48.09,40.0,2010,9,5
2010-09-06,10.39,13.39,10.37,10.29,10.29,11.64,36.85,49.68,53.89,55.76,57.62,57.5,56.25,54.6,53.2,50.91,49.84,48.89,50.26,49.43,52.5,49.5,43.56,35.93,2010,9,6
2010-09-07,35.12,31.77,29.88,28.5,30.34,35.65,23.0,35.9,56.28,56.8,58.13,59.07,54.58,54.3,52.5,52.0,51.0,50.91,50.8,52.16,49.01,43.6,41.55,31.23,2010,9,7
2010-09-08,16.66,14.6,10.69,10.65,10.68,18.19,39.29,46.44,49.9,50.29,51.31,53.02,52.12,50.56,50.21,49.25,48.01,47.52,48.62,47.35,50.81,46.61,44.13,38.27,2010,9,8
2010-09-09,32.28,30.0,21.2,10.31,10.27,34.12,43.23,48.75,51.35,53.15,55.76,57.25,56.29,55.09,52.9,51.0,49.6,49.11,49.87,49.9,50.92,47.62,47.44,41.91,2010,9,9
2010-09-10,33.43,34.01,27.6,11.66,11.45,19.87,43.28,51.07,52.88,53.8,54.46,56.19,54.19,51.32,50.3,49.33,47.64,46.62,48.21,48.13,52.59,47.7,47.0,42.37,2010,9,10
2010-09-11,30.4,33.81,36.0,24.7,15.64,17.32,27.04,32.91,38.31,48.01,47.7,47.0,48.5,44.35,41.1,40.88,40.12,39.02,41.82,39.2,50.82,47.03,46.83,42.8,2010,9,11
2010-09-12,36.56,33.06,23.23,9.99,9.9,9.91,9.98,9.95,12.49,31.01,29.86,37.2,43.21,41.0,36.37,35.09,35.09,33.78,40.67,47.41,52.1,40.72,47.33,42.93,2010,9,12
2010-09-13,34.62,16.17,10.39,10.19,10.26,10.5,46.31,55.05,56.39,56.42,57.49,60.94,58.59,56.77,55.01,52.0,51.37,50.95,51.47,53.16,55.76,51.66,48.18,42.39,2010,9,13
2010-09-14,39.0,34.07,25.91,16.4,18.27,32.5,48.5,56.23,53.27,53.62,54.18,56.74,55.02,53.03,51.08,50.33,49.95,49.03,50.01,51.0,54.0,46.92,45.91,39.16,2010,9,14
2010-09-15,38.14,34.24,26.0,15.83,18.81,36.5,47.01,52.5,52.38,53.13,53.56,54.88,53.75,52.8,51.9,50.83,50.71,49.18,51.46,52.4,54.29,48.72,49.31,40.57,2010,9,15
2010-09-16,38.99,37.43,29.99,21.81,26.0,40.2,47.6,52.95,55.0,54.47,56.49,57.7,56.61,54.92,55.05,54.36,53.03,51.88,53.38,55.12,56.76,51.1,50.23,44.13,2010,9,16
2010-09-17,44.09,40.64,36.01,31.11,34.0,40.76,46.48,54.74,58.11,57.07,58.5,58.8,54.96,53.03,53.15,49.56,49.16,49.88,51.6,53.03,55.31,50.69,48.75,44.41,2010,9,17
2010-09-18,43.56,41.11,39.46,32.1,29.21,31.73,39.95,42.11,43.99,49.68,49.88,50.99,53.12,48.74,46.71,41.76,41.4,42.72,47.86,51.1,54.81,48.8,48.83,45.0,2010,9,18
